Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Ganhadores_15_Numeros,Ganhadores_14_Numeros,Ganhadores_13_Numeros,Ganhadores_12_Numeros,Ganhadores_11_Numeros,Valor_Rateio_15_Numeros,Valor_Rateio_14_Numeros
2076,11/7/2020,1,3,5,6,9,10,11,12,13,14,15,18,22,24,25,3,196,7113,95742,521955,"R$ 357.104,84","R$ 1.637,24"
2077,11/9/2020,3,4,5,7,8,10,11,12,13,14,15,16,21,24,25,3,211,7357,103194,657667,"R$ 550.697,66","R$ 1.641,74"
2078,11/10/2020,1,2,3,4,6,12,13,15,17,18,19,21,22,24,25,0,234,8498,104672,581585,"R$ 0,00","R$ 1.665,93"
2079,11/11/2020,1,2,3,6,9,12,14,15,17,18,19,22,23,24,25,0,593,16625,194561,904945,"R$ 0,00","R$ 865,93"
2080,11/12/2020,1,2,3,5,12,13,14,15,16,17,18,21,22,23,25,2,426,14805,205088,1205720,"R$ 4.258.044,26","R$ 1.463,24"
2081,11/13/2020,2,4,5,6,7,9,10,11,15,16,17,18,19,20,21,1,298,9615,121239,659258,"R$ 1.801.360,52","R$ 1.810,66"
2082,11/14/2020,1,4,5,6,7,8,9,10,13,15,16,17,19,20,25,0,244,6662,87105,502337,"R$ 0,00","R$ 1.438,63"
2083,11/16/2020,4,5,7,9,10,11,12,14,16,19,20,21,22,23,24,3,453,15204,176720,901831,"R$ 1.014.946,55","R$ 1.238,45"
2084,11/17/2020,1,3,4,5,6,8,9,10,11,14,15,16,19,22,24,1,207,7762,95887,516881,"R$ 1.315.420,33","R$ 1.903,47"
2085,11/18/2020,1,4,6,9,10,12,13,14,15,16,18,20,23,24,25,0,255,9482,117473,624577,"R$ 0,00","R$ 1.564,60"
2086,11/19/2020,4,5,6,10,11,12,14,15,17,20,21,22,23,24,25,0,239,9338,124709,742863,"R$ 0,00","R$ 1.499,53"
2087,11/20/2020,3,6,8,10,13,14,15,16,17,18,19,20,23,24,25,1,351,13590,168284,923038,"R$ 4.807.141,32","R$ 1.507,03"
2088,11/21/2020,1,2,4,5,6,7,9,11,13,14,15,21,22,23,24,1,144,5564,86032,480618,"R$ 1.247.782,56","R$ 1.816,89"
2089,11/23/2020,1,2,5,6,8,9,10,11,12,13,16,19,20,23,25,2,404,11419,122724,673698,"R$ 673.394,78","R$ 998,55"
2090,11/24/2020,1,6,8,9,10,12,14,15,16,18,19,20,22,24,25,1,470,15783,168608,806882,"R$ 4.127.997,33","R$ 1.064,87"
2091,11/25/2020,2,3,4,5,6,7,8,9,10,11,16,17,19,20,24,0,174,8430,92468,542961,"R$ 0,00","R$ 1.951,35"
2092,11/26/2020,1,2,3,5,7,9,11,13,15,17,18,19,20,22,25,4,749,21396,196339,821513,"R$ 683.726,57","R$ 446,14"
2093,11/27/2020,1,2,3,4,6,8,9,12,14,15,19,20,21,24,25,1,296,10003,119606,637419,"R$ 1.514.086,98","R$ 1.532,19"
2094,11/28/2020,2,4,5,6,8,9,10,11,12,14,18,19,23,24,25,4,289,9472,106802,542824,"R$ 240.535,54","R$ 997,22"
2095,11/30/2020,1,2,4,6,8,11,12,14,15,17,18,19,20,22,23,1,221,7926,100938,573201,"R$ 1.655.179,90","R$ 1.570,38"
2096,12/1/2020,2,3,7,8,9,10,11,13,14,15,18,19,20,21,25,0,210,8018,103731,613301,"R$ 0,00","R$ 1.753,12"
2097,12/2/2020,2,3,6,7,8,10,12,14,15,16,18,19,21,23,24,2,671,13982,151605,786133,"R$ 1.635.264,31","R$ 911,32"
2098,12/3/2020,4,7,8,9,10,12,13,15,16,17,18,19,20,22,25,0,184,7473,107710,570846,"R$ 0,00","R$ 1.409,18"
2099,12/4/2020,1,2,5,7,8,9,11,12,14,15,17,18,20,24,25,2,577,16825,186363,954961,"R$ 1.639.052,03","R$ 1.059,80"
2100,12/5/2020,1,3,5,6,7,10,11,14,17,18,19,20,21,23,25,1,441,14009,156958,756349,"R$ 3.734.376,30","R$ 918,67"
2101,12/7/2020,1,2,3,8,10,11,14,17,18,19,20,21,23,24,25,0,324,12397,153372,728732,"R$ 0,00","R$ 1.191,21"
2102,12/8/2020,2,3,4,5,8,9,10,11,12,13,15,16,20,22,25,2,345,12112,152759,811800,"R$ 1.319.112,59","R$ 1.171,87"
2103,12/9/2020,1,2,5,7,10,11,12,13,15,16,18,19,20,21,25,1,290,11717,141269,712582,"R$ 1.268.032,83","R$ 1.309,74"
2104,12/10/2020,2,4,5,6,8,9,10,11,12,14,17,18,20,21,23,7,505,12651,120768,586911,"R$ 167.619,53","R$ 695,96"
2105,12/11/2020,3,7,8,9,10,13,14,16,17,18,19,20,21,22,25,3,235,7907,116789,651429,"R$ 557.825,03","R$ 1.493,15"
2106,12/12/2020,2,4,6,7,8,9,11,12,13,14,15,16,17,21,24,1,134,5635,81057,479137,"R$ 1.374.310,91","R$ 2.150,46"
2107,12/14/2020,1,2,3,5,7,8,9,12,13,16,18,20,22,24,25,4,513,13247,138420,673464,"R$ 302.613,74","R$ 706,78"
2108,12/15/2020,1,3,4,5,6,7,9,13,16,17,18,19,21,24,25,0,167,7001,97237,539366,"R$ 0,00","R$ 1.661,13"
2109,12/16/2020,2,4,5,8,9,10,11,12,13,14,16,17,21,22,23,4,343,11484,140922,776650,"R$ 810.518,54","R$ 1.675,89"
2110,12/17/2020,2,6,8,10,11,13,14,15,16,17,18,21,22,24,25,0,209,9744,125855,707818,"R$ 0,00","R$ 1.759,64"
2111,12/18/2020,1,3,4,5,9,11,12,13,14,16,19,20,21,23,24,3,567,20998,229369,1176802,"R$ 2.114.335,40","R$ 1.202,98"
2112,12/19/2020,2,3,4,7,8,9,10,11,12,15,16,18,22,24,25,0,223,8365,101664,526954,"R$ 0,00","R$ 1.395,51"
2113,12/21/2020,1,2,4,7,8,9,10,11,13,16,17,20,22,24,25,5,529,15584,168800,855835,"R$ 546.238,35","R$ 958,22"
2114,12/22/2020,2,5,7,8,9,10,11,15,16,17,18,19,20,21,24,0,175,7262,96486,567178,"R$ 0,00","R$ 1.655,89"
2115,12/23/2020,3,5,7,9,10,12,13,16,17,18,20,21,22,24,25,1,669,19168,203351,938491,"R$ 2.873.395,00","R$ 667,74"
2116,12/24/2020,2,3,4,6,7,8,9,10,12,13,14,18,21,24,25,2,132,5773,74539,436106,"R$ 429.423,34","R$ 1.364,25"
2117,12/26/2020,1,2,4,5,7,9,14,15,16,17,19,20,21,22,24,1,180,6377,80967,427907,"R$ 1.140.275,97","R$ 1.897,54"
2118,12/28/2020,3,6,8,9,10,11,12,14,16,17,18,19,20,22,25,3,294,9451,132554,679753,"R$ 540.313,50","R$ 1.651,48"
2119,12/29/2020,1,5,6,7,8,10,12,13,14,18,20,21,22,23,24,0,198,8336,103593,582547,"R$ 0,00","R$ 1.570,62"
2120,12/30/2020,2,4,5,8,9,12,13,14,17,18,20,21,22,23,25,2,647,19489,216372,1062424,"R$ 2.862.955,39","R$ 856,49"
2121,12/31/2020,1,2,4,5,7,8,9,14,17,18,19,20,22,23,25,0,131,6816,91602,471340,"R$ 0,00","R$ 1.532,17"
2122,1/2/2021,1,3,4,5,9,10,11,14,15,18,20,21,22,23,25,1,153,5813,73627,402620,"R$ 1.741.071,92","R$ 1.534,53"
2123,1/4/2021,1,5,6,8,9,10,14,17,18,19,20,21,23,24,25,0,304,11056,131679,706259,"R$ 0,00","R$ 1.502,05"
2124,1/5/2021,1,3,5,6,7,8,9,10,11,13,16,22,23,24,25,3,210,9802,138734,832632,"R$ 1.175.091,60","R$ 1.997,78"
2125,1/6/2021,1,8,10,11,12,13,15,16,17,19,20,21,23,24,25,1,227,9284,135312,684738,"R$ 1.389.553,45","R$ 1.833,59"
2126,1/7/2021,1,3,4,5,7,8,9,10,12,15,17,21,22,24,25,2,199,8169,113117,618612,"R$ 658.356,21","R$ 1.387,36"
2127,1/8/2021,2,3,4,5,6,10,11,13,14,15,16,18,20,23,24,2,375,14586,150609,757645,"R$ 658.057,62","R$ 1.051,27"
2128,1/9/2021,2,3,4,6,7,9,10,11,14,16,17,18,22,23,25,2,237,7570,87427,483755,"R$ 663.052,56","R$ 1.676,03"
2129,1/11/2021,1,3,4,6,7,8,10,11,14,15,19,20,21,22,24,1,321,9057,107429,597339,"R$ 1.742.255,72","R$ 1.625,77"
2130,1/12/2021,3,4,6,7,9,10,11,12,13,14,15,16,18,20,23,1,320,12834,171546,906657,"R$ 4.352.218,76","R$ 1.901,58"
2131,1/13/2021,1,2,3,7,8,9,10,11,13,14,16,17,19,23,25,0,325,12011,139006,718333,"R$ 0,00","R$ 1.200,71"
2132,1/14/2021,1,3,6,9,10,11,12,15,17,19,20,21,22,23,24,2,390,12516,153585,846869,"R$ 1.641.427,28","R$ 1.520,80"
2133,1/15/2021,2,4,6,7,8,9,10,11,14,15,17,18,19,21,23,0,281,9898,122281,670252,"R$ 0,00","R$ 1.773,93"
2134,1/16/2021,1,3,4,6,8,10,12,14,17,18,19,20,21,22,25,5,439,12760,141268,724189,"R$ 670.540,12","R$ 1.152,13"
2135,1/18/2021,1,2,3,4,5,6,8,13,15,16,18,19,21,23,25,2,495,12670,151289,685274,"R$ 755.985,02","R$ 914,93"
2136,1/19/2021,2,3,4,6,7,9,10,13,14,16,18,19,20,24,25,0,283,9188,115387,610780,"R$ 0,00","R$ 1.305,54"
2137,1/20/2021,2,6,7,9,11,12,13,14,16,17,18,19,20,21,23,1,273,10241,143386,797082,"R$ 3.341.828,36","R$ 1.619,33"
2138,1/21/2021,2,3,5,6,7,8,9,12,13,16,18,19,21,22,24,1,367,10239,108887,558972,"R$ 1.281.983,38","R$ 1.046,33"
2139,1/22/2021,1,2,3,7,8,12,13,14,16,17,18,19,22,23,25,3,545,12963,147281,666146,"R$ 459.613,18","R$ 757,82"
2140,1/23/2021,1,3,5,6,7,8,9,11,15,17,20,21,22,23,24,0,243,10565,143079,747678,"R$ 0,00","R$ 1.439,51"
2141,1/25/2021,1,2,3,4,5,7,8,9,10,14,18,22,23,24,25,4,479,20101,217408,1248198,"R$ 1.718.918,12","R$ 1.660,92"
2142,1/26/2021,2,4,6,7,9,11,12,14,16,17,20,22,23,24,25,2,367,10553,109324,532242,"R$ 653.504,61","R$ 1.066,75"
2143,1/27/2021,1,2,3,6,9,10,11,14,17,18,19,20,21,23,25,0,400,12785,123231,653120,"R$ 0,00","R$ 938,28"
2144,1/28/2021,1,2,5,6,8,9,11,12,13,14,15,17,19,20,25,1,276,9710,129530,751511,"R$ 3.071.714,37","R$ 1.381,70"
2145,1/29/2021,2,5,6,7,8,10,12,13,14,15,17,20,23,24,25,1,251,10304,130805,706902,"R$ 1.351.143,28","R$ 1.612,43"
2146,1/30/2021,1,2,4,6,8,9,11,13,16,17,18,19,20,21,22,4,170,6718,81111,469334,"R$ 343.084,01","R$ 1.692,63"
2147,2/1/2021,1,3,5,6,7,8,9,12,14,15,16,19,20,22,25,1,349,11010,125178,657509,"R$ 1.603.464,29","R$ 1.376,21"
2148,2/2/2021,1,3,4,7,8,11,14,15,16,18,20,22,23,24,25,0,284,9294,109286,570383,"R$ 0,00","R$ 1.380,48"
2149,2/3/2021,1,2,4,8,9,10,12,13,14,15,16,17,18,20,23,2,297,11135,151900,864679,"R$ 1.679.845,72","R$ 1.447,85"
2150,2/4/2021,1,2,3,5,7,8,9,11,12,14,15,16,21,23,25,1,355,13998,170789,944186,"R$ 4.709.815,72","R$ 1.696,85"
2151,2/5/2021,1,3,6,7,8,9,11,12,13,14,15,18,21,22,24,1,180,7358,109252,684383,"R$ 1.837.096,27","R$ 2.139,99"
2152,2/6/2021,2,3,4,6,10,11,12,13,15,16,17,18,20,23,25,1,187,8004,107594,582021,"R$ 1.194.465,72","R$ 1.339,32"
2153,2/8/2021,1,2,4,7,8,9,10,11,13,14,15,17,18,20,21,1,339,12050,142525,741117,"R$ 1.438.395,33","R$ 1.270,96"
2154,2/9/2021,3,4,5,7,8,10,11,12,16,18,19,20,21,23,24,2,296,9517,109908,601670,"R$ 741.317,57","R$ 1.500,36"
2155,2/10/2021,1,2,3,4,6,9,13,14,15,17,18,19,20,21,22,2,238,9595,112715,624878,"R$ 834.507,34","R$ 1.470,40"
2156,2/11/2021,4,5,6,7,8,10,12,13,14,17,18,19,20,21,23,2,282,9578,111402,592347,"R$ 633.962,65","R$ 1.346,78"
2157,2/12/2021,2,4,5,6,12,13,14,16,17,18,19,21,22,24,25,1,192,8100,112419,653546,"R$ 1.816.562,69","R$ 1.983,81"
2158,2/13/2021,3,5,7,8,9,12,14,17,18,19,20,21,23,24,25,1,359,12507,131440,636396,"R$ 836.537,02","R$ 697,98"
2159,2/17/2021,1,2,4,5,7,12,13,14,16,18,20,21,22,24,25,0,402,13137,167972,855159,"R$ 0,00","R$ 1.463,11"
2160,2/18/2021,2,4,5,6,8,11,12,14,15,16,18,19,21,24,25,6,808,20992,222315,1059739,"R$ 1.190.843,37","R$ 958,65"
2161,2/19/2021,1,2,3,5,6,7,9,13,14,15,18,19,22,24,25,1,361,11445,136557,692969,"R$ 1.333.409,21","R$ 1.106,39"
2162,2/20/2021,1,2,3,5,6,8,10,12,14,15,16,17,19,21,22,2,257,8142,89750,469973,"R$ 648.675,22","R$ 1.512,09"
2163,2/22/2021,1,2,4,6,10,11,12,13,16,18,19,20,21,23,25,4,357,11151,128438,639925,"R$ 327.090,35","R$ 1.097,77"
2164,2/23/2021,2,3,8,10,11,13,14,15,16,17,19,20,21,24,25,2,182,7250,95388,527793,"R$ 622.086,40","R$ 1.433,38"
2165,2/24/2021,1,3,5,6,8,13,14,15,16,17,18,20,21,22,23,2,237,8710,121209,569693,"R$ 634.950,72","R$ 1.605,00"
2166,2/25/2021,2,3,4,6,9,10,11,12,13,14,15,18,20,21,24,2,203,6944,92764,531242,"R$ 565.171,46","R$ 1.667,89"
2167,2/26/2021,2,3,4,6,7,9,11,12,14,16,17,18,19,20,23,1,273,10249,108640,592743,"R$ 1.414.258,84","R$ 1.551,74"
2168,2/27/2021,1,3,4,6,8,10,11,12,13,14,16,17,21,23,25,1,301,8679,90721,468221,"R$ 1.008.649,20","R$ 1.003,75"
2169,3/1/2021,1,2,4,5,8,10,11,12,13,16,20,22,23,24,25,2,223,9788,123153,625369,"R$ 608.874,78","R$ 1.635,71"
2170,3/2/2021,1,6,7,9,10,11,13,17,18,19,21,22,23,24,25,0,252,10400,138905,775131,"R$ 0,00","R$ 1.564,85"
2171,3/3/2021,1,4,9,10,11,13,15,17,18,19,21,22,23,24,25,7,667,28682,248860,1236378,"R$ 899.910,20","R$ 1.035,12"
2172,3/4/2021,6,8,9,10,11,13,14,15,16,17,19,20,22,23,25,3,211,7363,101934,552588,"R$ 461.149,68","R$ 1.374,78"
2173,3/5/2021,1,2,3,9,11,12,13,15,16,18,19,20,21,22,25,0,178,8217,117819,676509,"R$ 0,00","R$ 1.948,29"
2174,3/6/2021,1,2,3,5,6,7,8,11,13,14,15,16,21,24,25,1,198,7555,102685,644857,"R$ 3.227.458,28","R$ 1.666,32"
2175,3/8/2021,1,3,5,7,10,11,12,13,14,15,16,17,19,22,23,1,245,10081,123996,653000,"R$ 1.371.785,96","R$ 1.677,15"
2176,3/9/2021,1,2,4,5,7,8,9,11,12,13,16,18,20,21,22,1,270,8417,102705,542488,"R$ 1.288.876,05","R$ 1.429,88"
2177,3/10/2021,1,3,4,7,8,10,12,14,15,16,17,19,20,22,24,11,578,12656,122313,601828,"R$ 123.599,41","R$ 704,58"
2178,3/11/2021,2,5,8,9,11,13,14,15,17,18,19,20,22,23,24,2,284,9501,110961,584398,"R$ 517.069,54","R$ 1.090,72"
2179,3/12/2021,3,6,7,8,9,10,13,14,15,16,18,19,20,21,25,1,253,9121,112953,644411,"R$ 1.421.779,10","R$ 1.683,31"
2180,3/13/2021,1,3,6,7,8,9,10,11,13,14,16,18,20,21,24,2,362,11527,142787,693743,"R$ 1.901.030,07","R$ 1.170,01"
2181,3/15/2021,1,2,3,5,6,9,11,13,14,15,17,18,22,23,25,2,345,10863,130702,658283,"R$ 591.778,64","R$ 1.027,59"
2182,3/16/2021,2,3,8,9,10,12,13,14,16,17,19,20,22,23,25,2,330,10000,111961,561326,"R$ 507.622,62","R$ 921,53"
2183,3/17/2021,1,2,4,6,9,11,14,15,16,18,19,20,21,22,25,1,257,8352,99469,518979,"R$ 1.428.095,65","R$ 1.664,47"
2184,3/18/2021,5,7,9,10,11,12,14,15,17,19,20,21,22,24,25,3,349,11221,105156,522673,"R$ 301.819,54","R$ 777,13"
2185,3/19/2021,1,3,5,8,9,12,13,14,16,17,18,19,20,21,25,3,224,9552,115753,626203,"R$ 395.475,24","R$ 1.586,52"
2186,3/20/2021,4,6,7,9,12,13,15,16,17,18,19,22,23,24,25,0,174,7148,87422,476354,"R$ 0,00","R$ 1.860,95"
2187,3/22/2021,3,4,6,7,8,9,10,11,13,15,16,17,21,22,24,2,260,9994,129904,748692,"R$ 1.590.345,77","R$ 1.693,29"
2188,3/23/2021,1,3,6,8,10,11,14,15,16,17,19,20,23,24,25,1,238,8451,99987,522125,"R$ 1.051.059,51","R$ 1.322,82"
2189,3/24/2021,1,3,4,5,6,8,10,11,13,14,17,18,19,22,24,2,961,11251,114691,546932,"R$ 562.642,90","R$ 350,74"
2190,3/25/2021,1,2,3,4,5,8,9,11,12,13,14,16,17,23,24,2,285,9755,122941,712692,"R$ 1.967.138,86","R$ 1.360,73"
2191,3/26/2021,3,4,5,6,10,11,13,14,15,17,18,19,20,21,23,0,338,8095,107031,604576,"R$ 0,00","R$ 964,99"
2192,3/27/2021,2,3,4,5,6,7,11,12,14,17,19,21,22,23,25,0,207,8567,105233,563067,"R$ 0,00","R$ 1.379,18"
2193,3/29/2021,2,4,5,6,7,9,10,11,13,14,19,20,22,23,24,3,543,16549,182924,945041,"R$ 1.457.414,67","R$ 1.060,12"
2194,3/30/2021,3,4,5,6,7,8,9,11,13,15,17,19,20,22,25,1,289,9567,106904,536485,"R$ 884.164,66","R$ 916,40"
2195,3/31/2021,2,3,5,7,8,9,11,12,13,16,17,18,20,22,23,2,447,11147,121832,595838,"R$ 529.671,84","R$ 709,87"
2196,4/1/2021,4,5,6,8,10,11,13,15,17,18,20,21,23,24,25,2,682,15723,147426,586650,"R$ 435.600,93","R$ 382,63"
2197,4/3/2021,1,2,3,4,7,8,10,11,13,14,15,16,17,18,21,0,165,6918,83879,488138,"R$ 0,00","R$ 1.413,51"
2198,4/5/2021,1,4,5,7,9,11,12,13,15,17,18,20,21,22,23,1,503,15729,181242,916266,"R$ 2.854.783,75","R$ 1.037,64"
2199,4/6/2021,1,2,5,6,7,9,12,14,15,17,18,19,20,23,24,3,226,8154,98310,537646,"R$ 433.580,76","R$ 1.723,99"
2200,4/7/2021,1,2,4,6,8,9,10,11,13,14,16,17,19,23,25,10,752,19263,196043,956256,"R$ 398.339,33","R$ 738,81"
2201,4/8/2021,1,3,5,6,7,8,9,10,13,14,16,18,19,21,24,0,190,9590,107145,568306,"R$ 0,00","R$ 1.437,79"
2202,4/9/2021,1,5,9,10,13,14,15,16,17,18,20,21,22,24,25,4,317,12026,158598,904329,"R$ 847.453,91","R$ 1.380,40"
2203,4/10/2021,2,3,5,7,10,12,13,14,18,20,21,22,23,24,25,1,284,9762,115925,581895,"R$ 931.682,43","R$ 982,65"
2204,4/12/2021,1,2,3,4,5,6,9,11,12,13,16,18,20,23,24,1,244,7780,108093,611345,"R$ 1.501.232,17","R$ 1.842,94"
2205,4/13/2021,1,2,5,6,7,9,10,12,14,17,18,19,22,24,25,3,345,10205,112995,549340,"R$ 406.575,78","R$ 1.059,00"
2206,4/14/2021,1,2,3,4,6,8,12,13,15,16,17,20,21,23,25,2,309,11272,121246,609967,"R$ 656.576,52","R$ 1.272,94"
2207,4/15/2021,3,5,6,7,8,9,10,11,12,13,14,17,20,22,25,1,177,7174,103798,601529,"R$ 1.143.097,52","R$ 1.354,13"
2208,4/16/2021,4,5,9,10,11,12,14,15,16,18,19,21,22,23,24,4,269,8988,106350,592217,"R$ 384.937,11","R$ 1.714,55"
2209,4/17/2021,1,4,5,6,7,9,11,12,14,15,16,17,21,22,23,0,165,5774,75764,425441,"R$ 0,00","R$ 1.725,11"
2210,4/19/2021,1,3,4,8,9,10,13,14,15,16,17,19,22,23,25,4,701,21672,247745,1267668,"R$ 1.593.978,81","R$ 1.110,86"
2211,4/20/2021,4,5,8,9,10,11,12,13,17,18,19,20,21,22,23,12,735,11366,113556,584232,"R$ 105.712,98","R$ 516,98"
2212,4/22/2021,1,4,5,6,7,8,10,11,12,13,17,18,20,21,22,2,256,10367,131981,635726,"R$ 738.151,33","R$ 1.727,38"
2213,4/23/2021,3,4,5,6,7,8,10,16,17,18,19,20,22,24,25,0,186,5921,85678,550301,"R$ 0,00","R$ 2.069,86"
2214,4/24/2021,3,6,7,9,11,12,13,14,16,17,19,21,22,23,25,0,397,13160,151322,787661,"R$ 0,00","R$ 1.163,38"
2215,4/26/2021,2,3,4,6,7,9,11,13,15,17,18,19,23,24,25,11,1082,28002,289311,1391525,"R$ 515.075,56","R$ 633,34"
2216,4/27/2021,1,2,3,4,6,9,10,13,14,15,17,19,21,22,25,2,238,8612,103218,558450,"R$ 630.105,53","R$ 1.586,06"
2217,4/28/2021,1,6,7,9,10,11,14,15,16,18,19,20,22,23,25,1,188,7130,96117,558450,"R$ 1.580.367,35","R$ 1.762,59"
2218,4/29/2021,3,4,5,6,11,12,13,15,16,17,18,20,21,23,24,0,153,7022,95138,544180,"R$ 0,00","R$ 1.687,73"
2219,4/30/2021,2,5,6,7,8,10,13,15,16,17,19,20,22,24,25,3,486,17888,183565,907917,"R$ 1.044.027,90","R$ 1.171,38"
2220,5/3/2021,1,5,6,7,8,9,10,12,13,16,18,20,23,24,25,3,351,13902,186447,1063874,"R$ 1.695.274,10","R$ 1.422,80"
2221,5/4/2021,1,2,3,4,5,8,9,10,12,13,16,18,20,22,23,1,326,10696,129852,626667,"R$ 1.117.758,21","R$ 1.027,03"
2222,5/5/2021,2,4,5,6,7,8,9,10,12,13,14,19,22,23,24,1,277,11408,134334,704431,"R$ 1.328.248,76","R$ 1.436,32"
2223,5/6/2021,1,4,5,7,8,9,11,12,14,18,20,21,22,24,25,0,297,9808,112349,584895,"R$ 0,00","R$ 1.393,24"
2224,5/7/2021,3,5,6,7,9,10,12,13,14,15,18,19,20,23,24,3,593,18625,213260,1077454,"R$ 1.029.613,71","R$ 862,45"
2225,5/8/2021,2,3,4,7,8,9,10,11,13,17,19,21,22,23,25,0,322,12440,140869,676479,"R$ 0,00","R$ 771,20"
2226,5/10/2021,1,3,4,5,9,10,12,13,14,15,16,17,19,21,22,4,352,12632,168662,918388,"R$ 749.346,18","R$ 1.845,18"
2227,5/11/2021,2,3,7,8,9,10,11,12,15,17,20,21,22,23,24,0,195,8005,105464,607532,"R$ 0,00","R$ 1.568,60"
2228,5/12/2021,1,4,5,6,7,11,12,13,16,17,18,19,20,22,23,2,350,11771,154202,850390,"R$ 1.851.143,62","R$ 1.344,03"
2229,5/13/2021,1,2,3,4,7,8,9,10,14,17,19,20,23,24,25,1,268,9172,120409,630961,"R$ 1.098.450,21","R$ 1.227,71"
2230,5/14/2021,3,4,6,8,9,10,11,13,14,15,17,18,19,20,24,2,537,17555,214815,1071369,"R$ 2.219.103,81","R$ 1.098,86"
2231,5/15/2021,1,4,5,6,7,8,10,11,16,18,19,20,22,24,25,2,203,7862,88225,508033,"R$ 677.519,41","R$ 1.399,61"
2232,5/17/2021,2,4,5,6,8,9,12,13,14,19,20,22,23,24,25,5,517,15638,147294,720536,"R$ 232.476,16","R$ 673,45"
2233,5/18/2021,1,2,6,7,8,9,10,12,13,14,15,16,20,21,25,0,138,5321,78708,502381,"R$ 0,00","R$ 2.316,87"
2234,5/19/2021,1,2,3,6,7,11,14,15,17,18,20,21,22,24,25,3,290,10701,130836,742390,"R$ 1.257.153,41","R$ 1.624,35"
2235,5/20/2021,2,4,6,7,8,10,11,12,16,17,19,21,22,23,25,2,267,7851,92744,485200,"R$ 670.058,17","R$ 1.503,43"
2236,5/21/2021,2,3,4,5,8,9,10,11,12,17,18,19,21,22,24,1,364,10871,123579,643193,"R$ 1.302.088,30","R$ 1.071,50"
2237,5/22/2021,3,5,6,9,12,13,14,15,17,19,20,21,22,23,25,2,314,10790,118420,579735,"R$ 430.434,76","R$ 821,22"
2238,5/24/2021,1,3,4,5,6,7,10,11,14,15,16,18,19,20,25,2,258,8375,108847,597113,"R$ 679.146,80","R$ 1.576,98"
2239,5/25/2021,1,2,5,6,7,10,13,14,15,16,17,20,22,23,24,3,265,8955,87655,483905,"R$ 436.622,74","R$ 1.480,59"
2240,5/26/2021,2,3,4,6,7,9,11,12,13,15,17,18,19,20,25,2,450,16295,178935,942306,"R$ 1.951.586,16","R$ 1.085,32"
2241,5/27/2021,1,3,7,8,9,10,13,15,16,18,20,21,23,24,25,0,320,12564,131050,557108,"R$ 0,00","R$ 765,18"
2242,5/28/2021,3,4,5,8,9,10,11,12,16,17,19,20,21,22,25,1,458,11971,145607,775695,"R$ 2.655.495,83","R$ 1.202,11"
2243,5/29/2021,1,5,6,8,10,11,14,15,17,18,19,20,21,24,25,0,276,8997,101486,525031,"R$ 0,00","R$ 1.183,29"
2244,5/31/2021,4,5,6,8,9,10,11,13,14,15,16,17,21,23,25,1,268,11406,149558,822245,"R$ 2.944.022,13","R$ 1.450,31"
2245,6/1/2021,2,5,6,7,8,13,14,16,17,18,21,22,23,24,25,2,259,8647,96900,531969,"R$ 730.061,01","R$ 1.688,66"
2246,6/2/2021,2,3,4,5,7,8,10,11,12,13,14,15,18,20,25,1,239,9890,147990,720936,"R$ 1.248.427,85","R$ 1.564,65"
2247,6/4/2021,1,3,6,7,8,9,10,12,17,18,19,20,22,24,25,3,274,10305,147448,773257,"R$ 556.867,48","R$ 1.826,31"
2248,6/5/2021,1,2,4,6,7,8,10,11,12,13,14,16,17,23,25,2,195,8510,95388,533866,"R$ 645.840,79","R$ 1.388,90"
2249,6/7/2021,2,6,11,12,14,15,16,17,18,19,21,22,23,24,25,1,189,17826,88369,540570,"R$ 1.830.424,77","R$ 2.030,68"
2250,6/8/2021,4,5,6,10,12,13,14,18,19,20,21,22,23,24,25,2,441,13541,168916,921534,"R$ 2.197.232,24","R$ 1.334,38"
2251,6/9/2021,2,4,5,7,9,12,13,14,15,18,19,21,22,23,24,4,520,13817,154391,709014,"R$ 286.010,76","R$ 659,01"
2252,6/10/2021,1,5,6,8,9,10,12,16,17,19,20,21,22,24,25,0,182,7302,103642,542943,"R$ 0,00","R$ 1.629,48"
2253,6/11/2021,2,3,5,6,7,8,12,14,15,16,18,19,20,23,25,4,496,15135,170077,886664,"R$ 838.476,52","R$ 1.171,29"
2254,6/12/2021,2,3,5,6,7,8,10,12,13,14,19,20,21,24,25,3,417,10501,108827,560792,"R$ 343.411,22","R$ 740,03"
2255,6/14/2021,1,3,6,7,8,11,14,15,17,19,20,21,22,24,25,0,282,10708,112645,593193,"R$ 0,00","R$ 1.534,70"
2256,6/15/2021,1,3,4,5,6,8,9,10,11,12,13,16,20,23,24,3,287,13041,158428,864246,"R$ 1.091.657,14","R$ 1.337,06"
2257,6/16/2021,1,4,5,6,7,8,9,11,12,13,15,18,20,22,24,3,236,8991,117158,643340,"R$ 491.352,52","R$ 1.870,92"
2258,6/17/2021,3,5,6,7,8,10,11,14,15,16,17,19,20,22,24,4,309,10114,118886,578661,"R$ 302.802,81","R$ 1.174,12"
2259,6/18/2021,5,6,7,8,9,10,14,16,18,19,20,22,23,24,25,0,277,11214,119497,680975,"R$ 0,00","R$ 1.641,20"
